ID,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,ACCIDENT_IDENTIFIER,SYSTEM_PART_INVOLVED,PIPE_FAC_NAME,DESIGNATED_LOCATION,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,CROSSING,PIPE_FACILITY_TYPE,INSTALLATION_YEAR,ITEM_INVOLVED,MATERIAL_INVOLVED,RELEASE_TYPE,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,WATER_CONTAM_IND,COULD_BE_HCA,COMMODITY_REACHED_HCA,ACCIDENT_PSIG,ACCIDENT_PRESSURE,INTERNAL_INSPECTION_IND,OPERATION_COMPLICATIONS_IND,PIPELINE_FUNCTION,SCADA_IN_PLACE_IND,CPM_IN_PLACE_IND,CAUSE,CAUSE_DETAILS,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER
4422,42.854803,-106.41171,CRUDE OIL,440.0,0.0,245.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",PATHFINDER STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTRASTATE,2008,VALVE,CARBON STEEL,OTHER,NO,YES,NO,YES,YES,90.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,0.0,17550.0,15000.0,5000.0,87610.0,0.0
4424,44.642128,-90.957761,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.52,12.48,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",WISCONSIN PROPANE LINE,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,NO,NO,YES,YES,415.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,759.0,264734.0,300.0,0.0,0.0
4425,33.20242,-92.65195,CRUDE OIL,60.0,0.0,59.0,0,0,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE ACCIDENT,"ONSHORE PIPELINE, INCLUDING VALVE SITES","AMOCO 6""",SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1931,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,YES,YES,90.0,PRESSURE DID NOT EXCEED MOP,NO,YES,=< 20% SMYS REGULATED GATHERING,NO,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,5000.0,97.0,14035.0,3400.0,20000.0,0.0
4428,41.56563,-93.526816,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,11.9,0.1,5.95,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ONEOK DES MOINES STORAGE FACILITY,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1995,VALVE,CARBON STEEL,OTHER,NO,YES,NO,YES,YES,180.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,890.0,3.0,1500.0,3000.0,0.0
4430,32.02879,-89.10231,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.95,0.0,0.95,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,COLONIAL/PAULDING STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1970,AUXILIARY PIPING (E.G. DRAIN LINES),CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,630.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,120.0,32535.0,59868.0,0.0,0.0
4432,34.553462,-82.48791,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,323.8,0.0,300.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,COLONIAL/BELTON JUNCTION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTERSTATE,1968,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,YES,YES,YES,15.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,32000.0,550000.0,64000.0,454000.0,0.0
4433,29.72536,-95.20334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PASADENA TERMINAL,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,UNKNOWN,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,15.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,5.0,35000.0,0.0,0.0,0.0
4434,40.58888,-74.22233,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,75.0,0.0,64.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",CARTERET TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTRASTATE,2011,FLANGE ASSEMBLY,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,14.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,12000.0,154099.0,67207.0,78541.0,0.0
4435,33.802717,-118.249779,CRUDE OIL,2.0,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,LR-16 PIER T,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,1980,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,80.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,200.0,75000.0,38000.0,15000.0,0.0
4437,42.9517,-87.8962,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,215.0,0.0,128.0,0,0,OTHER,"ONSHORE PIPELINE, INCLUDING VALVE SITES","MITCHELL FIELD 10""",SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,YES,INTERSTATE,1972,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,YES,YES,YES,115.0,PRESSURE DID NOT EXCEED MOP,YES,NO,< 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0,11000.0,11614000.0,4125000.0,200000.0,0.0
4439,41.17974,-82.21559,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1950.0,0.0,728.5,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)","ONSHORE PIPELINE, INCLUDING VALVE SITES",FOST-HUDS-8,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1952,PIPE,CARBON STEEL,RUPTURE-LONGITUDINAL,YES,YES,YES,YES,YES,1102.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,716710.0,3289.0,852922.0,14091554.0,2240119.0,0.0
4440,34.521102,-96.623514,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.14,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ONEOK PONTOTOC PUMP STATION (SITE 562),MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2010,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,NO,NO,NO,NO,1000.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,3.0,30.0,0.0,0.0,0.0
4442,30.0889,-94.6507,CRUDE OIL,2.0,0.0,0.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES","LIBERTY TO HULL 8""",SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1947,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,YES,NO,NO,55.0,PRESSURE DID NOT EXCEED MOP,YES,NO,< 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,5000.0,292.0,3837.0,10000.0,4000.0,0.0
4445,31.9587,-100.54374,CRUDE OIL,117.0,0.0,0.0,0,0,AIR PATROL,"ONSHORE PIPELINE, INCLUDING VALVE SITES","ROBERT LEE 6""",SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,UNKNOWN,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,338.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED GATHERING,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,11466.0,35000.0,5000.0,38156.0,0.0
4447,36.773902,-97.757636,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,33.79,20.0,20.0,0,0,OTHER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,MEDFORD STERLING 2 BOOSTER,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,VALVE,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,1400.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,292.0,1600.0,600.0,0.0,0.0
4451,31.78341,-103.46442,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.0,0.0,0,1,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",RIO GRANDE PIPELINE,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1929,OTHER,MATERIAL OTHER THAN CARBON STEEL,OTHER,NO,YES,NO,NO,NO,1338.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER ACCIDENT CAUSE,MISCELLANEOUS,0.0,0.0,0.0,10500.0,0.0,0.0
4452,31.78341,-103.46442,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3283.0,0.0,0.0,0,0,CONTROLLER,"ONSHORE PIPELINE, INCLUDING VALVE SITES",RIO GRANDE PIPELINE,MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1929,"WELD, INCLUDING HEAT-AFFECTED ZONE",MATERIAL OTHER THAN CARBON STEEL,RUPTURE-CIRCUMFERENTIAL,NO,YES,NO,NO,NO,1338.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,100000.0,105000.0,12000.0,0.0,0.0
4457,33.6809,-81.8849,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,22.0,0.0,0.0,0,0,NOTIFICATION FROM PUBLIC,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,TRENTON STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2010,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,782.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,1266.0,2600.0,0.0,0.0,0.0
4458,36.632156,-97.125787,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,250.0,0.0,150.0,0,0,STATIC SHUT-IN TEST OR OTHER PRESSURE OR LEAK TEST,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ENID TO PONCA CITY #1-6,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1957,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-PINHOLE,NO,YES,YES,NO,NO,75.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",1000.0,31500.0,5000.0,10000.0,240000.0,0.0
4460,34.0522342,-118.2436849,CRUDE OIL,0.5,0.0,0.5,0,0,NOTIFICATION FROM EMERGENCY RESPONDER,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ST. JAMES OIL CORPORATION,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1963,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,NO,345.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED GATHERING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,50.0,0.0,12000.0,0.0,61000.0
4463,40.31277,-95.72125,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2184.0,0.0,194.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)","ONSHORE PIPELINE, INCLUDING VALVE SITES","#5-12"" KANSAS CITY TO SIOUX CITY LINE",MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,NO,INTRASTATE,1950,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,YES,YES,YES,YES,YES,820.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,3500.0,95147.0,31000.0,240000.0,1779261.0,131700.0
4464,40.31277,-95.72125,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,650.0,0.0,58.0,0,0,"CPM LEAK DETECTION SYSTEM OR SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME CALCULATIONS)","ONSHORE PIPELINE, INCLUDING VALVE SITES","#3-8"" KANSAS CITY TO DONIPHAN LINE",MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,NO,INTRASTATE,1946,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,YES,YES,YES,YES,YES,725.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,3500.0,62384.0,31000.0,240000.0,1778261.0,131700.0
4465,30.796962,-91.919893,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.06,0.0,0.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES",AMMONIA MAINLINE,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1997,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-CRACK,NO,YES,NO,YES,NO,1100.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,70.0,97000.0,10000.0,10000.0,0.0
4466,47.673856,-103.65985,CRUDE OIL,1000.0,0.0,470.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES","BICENTENNIAL TO ALEX 8""",MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,2008,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,YES,NO,230.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,0.0,47302.0,4737.0,5546.0,1940.0,0.0
4467,36.413056,-99.193611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,360.0,0.0,0.0,0,0,NOTIFICATION FROM EMERGENCY RESPONDER,"ONSHORE PIPELINE, INCLUDING VALVE SITES","MOORELAND PLANT TO MOORELAND BOOSTER 4""",SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1975,PIPE,CARBON STEEL,RUPTURE-CIRCUMFERENTIAL,NO,NO,NO,NO,NO,1325.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1000.0,14886.0,15085.0,1500.0,0.0,0.0
4472,47.907607,-103.650532,CRUDE OIL,800.0,0.0,650.0,0,0,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE ACCIDENT,"ONSHORE PIPELINE, INCLUDING VALVE SITES","BICENTENNIAL - ALEX 8""",MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,2008,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,YES,NO,47.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,0.0,10000.0,6232.0,5000.0,0.0,0.0
4473,33.59872,-85.82542,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,69.0,0.0,68.0,0,0,NOTIFICATION FROM PUBLIC,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,COLONIAL/OXFORD STATION,MILEPOST/VALVE STATION,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,2011,FLANGE ASSEMBLY,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,YES,YES,YES,590.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,3200.0,10000.0,20000.0,300000.0,500000.0,0.0
4476,36.18992091,-120.3568058,CRUDE OIL,0.02,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,COALINGA PUMP STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,UNKNOWN,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,250.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,0.0,340000.0,0.0,0.0,0.0
4477,31.85557,-102.67191,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES","10"" FINTEX",MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1928,PIPE,CARBON STEEL,LEAK-OTHER,NO,YES,NO,NO,NO,320.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,EXTERNAL CORROSION,0.0,500.0,20000.0,0.0,20000.0,0.0
4479,29.79428,-95.28162,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1855.0,0.0,1855.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,EAST HOUSTON,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2008,AUXILIARY PIPING (E.G. DRAIN LINES),CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,272.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,0.0,50000.0,26500.0,18500.0,30000.0
4480,29.724843,-95.884289,CRUDE OIL,100.0,0.0,100.0,0,0,AIR PATROL,"ONSHORE PIPELINE, INCLUDING VALVE SITES",S1,SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1976,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,100.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0,10000.0,3500.0,0.0,5900000.0,0.0
4481,30.16485,-93.35127,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,85.0,0.0,0.0,0,0,NOTIFICATION FROM EMERGENCY RESPONDER,"ONSHORE PIPELINE, INCLUDING VALVE SITES",SULPHUR STATION,MILEPOST/VALVE STATION,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2000,SCRAPER/PIG TRAP,CARBON STEEL,LEAK-OTHER,NO,NO,NO,NO,NO,890.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,2785.0,0.0,0.0,0.0,0.0
4482,39.711344,-88.85166,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.01,0.0,0.01,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES","WABASH 12"" PRODUCTS",MILEPOST/VALVE STATION,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1958,PIPE,CARBON STEEL,MECHANICAL PUNCTURE,NO,YES,NO,NO,NO,440.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,19600.0,1.0,660000.0,27000.0,2750.0,0.0
